ISBN,Título,Género,Autor,Editorial,Número de Páginas,Fecha de Publicación,Sinopsis,Portada,URL
9780241363898,Star Wars. El gran libro de la galaxia,Cine,Varios autores,DK,352,2018,"Una increíble guía revisada y ampliada que te permitirá conocer la galaxia muy, muy lejana.","https://www.gandhi.com.mx/media/catalog/product/t/m/tmp9780241363898_ad6c.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/star-wars-el-gran-libro-de-la-galaxia
7502268196202,TD Estuche Marian Rojas,Desarrollo Humano,Marian Rojas Estapé,Diana,520,06 de Enero 2023,"Autoayuda, desarrollo personal y consejos prácticos","https://www.gandhi.com.mx/media/catalog/product/7/5/7502268196202_72ed.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/td-estuche-marian-rojas
9786070941924,Lineamentos elementales de derecho penal,Derecho,Fernando Castellanos Tena,Porrúa,408,03 de Mayo 2023,"La presente obra
introduce a los estudiosos de la ciencia jurídica a la materia del Derecho
penal y los motiva a que profundicen en cada uno de los temas que la
conforman. Estos lineamientos se encuentran organizados en una parte
introductoria y en otras tres en las que se exponen, respectivamente, la
teoría de la ley, la del delito y la de la pena. En la parte correspondiente
a la teoría de la ley se analizan las fuentes del Derecho penal, la
interpretación de la ley penal y sus ámbitos de validez. En la dedicada a la
teoría del delito se estudia dicho concepto partiendo de su definición
jurídica y de su noción a la luz del Derecho positivo mexicano. Se presenta
también la clasificación de los delitos y se explican términos como la
conducta y su ausencia, la tipicidad y su ausencia, la antijuricidad, las
causas de justificación, la imputabilidad y la inimputabilidad, la
culpabilidad y la inculpabilidad, entre otros. Por último, se desarrolla la
teoría de la pena y de las medidas de seguridad, estableciendo la definición
de pena, sus fundamentos, clasificación, fines y caracteres, así como temas
relacionados, es decir, conmutación y sustitución de la pena, la atribución
judicial para evitar la prisión, la pena de muerte y la extinción penal. En
su conjunto, la obra expone los lineamientos de la teoría del caso y está
actualizada conforme al Código Nacional de Procedimientos Penales vigente.","https://www.gandhi.com.mx/media/catalog/product/t/m/tmp9786070941924_6060.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/lineamentos-elementales-de-derecho-penal
9783791387635,NATURE. AESTHETICS. DESIGN.,Arte,Peter Berg,Prestel,240,25 de Enero 2022,"A good eye and well-trained senses are essential requirements for aesthetic garden design. Peter Berg's philosophy takes a very special approach: he expects his gardens to be both sustainable and natural - which the use of natural stone, in particular, is intended to ensure. They should be reduced to just a few materials, and along with the color scheme, radiate a pleasant inner calmness. Each garden should also meet the individual needs of its owners. His concept has resulted in gardens that are unique and whose fascination lies in the clarity of their design. This splendid volume presents the most beautiful of them for the first time.","https://www.gandhi.com.mx/media/catalog/product/9/7/9783791387635_c97d.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/nature-aesthetics-design
9786070908828,Filosofía de la cultura,Filosofía,Dora Elvira García G.,Porrúa,257,2011,"El significado que la define ha ampliado sus acepciones de manera asombrosa, de ahí que sea estudiada desde una gama enorme de diferentes perspectivas disciplinares que conjuntamente buscan responder a las problemáticas que se nos presentan. De entre ese conjunto disciplinar está la filosofía que en su continuo devenir exige renovadas reflexiones. De ahí la acogida que goza al filosofía de la cultura en nuestros días y en los diversos espacios de nuestro orbe que abre horizontes insospechados, divesos en perspectivas y temáticas en torno a este tema.","https://www.gandhi.com.mx/media/catalog/product/9/7/9786070908828.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/filosofia-de-la-cultura-reflexiones-contemporaneas
9788417566258,ATHANATOS (INMORTAL),Ciencia Ficción,Juan Llopis,Kolima,448,25 de Enero 2019,"Clonación, cultivo de órganos, modificación genética, estrategias anti-envejecimiento, biología sintética, inteligencia artificial? estos son algunos de los territorios más sorprendentes y polémicos de la investigación científica actual. Cómo será el mundo en el siglo XXI lo van a determinar en gran parte estos avances científicos y Juan Llopis nos presenta uno de los posibles escenarios, demostrando conocer en detalle tanto los fundamentos científicos, como los posibles resultados y desenlaces, que entremezcla de forma amena, sin dejar de ser rigurosa, en la trama de esta sorprendente historia, que podría ser la nuestra.","https://www.gandhi.com.mx/media/catalog/product/9/7/9788417566258_c375.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/athanatos-inmortal
9786078341528,CONSTITUCION POLITICA DE LOS ESTADOS UNIDOS MEXICANOS EDICION COMENTADA TOMO I Y II,Derecho,Luis Felipe Guerrero Agripino,Lito-Grapo,96,2017,El cumplimiento de los cien años de vigencia de la Constitución Política de los Estados Unidos Mexicanos ha generado la celebración de eventos institucionales de diversa índole. El texto que ponemos a su consideración se trata de un ejercicio académico construido con diferentes voces y visiones sobre cada precepto de la Carta Fundamental Mexicana. (...),"https://www.gandhi.com.mx/media/catalog/product/9/7/9786078341528.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/constitucion-politica-de-los-estados-unidos-mexicanos-edicion-comentada-tomo-i-y-ii-1
9786077474449,Ética de urgencia,Filosofía,Fernando Savater,Booket,168,15 de Marzo 2019,"La política, el 15-M, las nuevas tecnologías, Internet y las  descargas ilegales, los abusos de poder, las contradicciones del capitalismo, la fuerza y la debilidad de la democracia, pero también la belleza, la muerte, la solidaridad¿Cómo saber los que piensan los jóvenes?  Preguntándoselo. Una respuesta aparentemente sencilla,  que esconde una gran dificultad. Porque hay que saber preguntar, hay que saber ponerse en el lugar de los jóvenes, ganarse su confianza.  Escuchar y a la vez aconsejar, opinar, posicionarse Fernando Savater realizó una serie de encuentros con alumnos jóvenes y respondió a las inquietudes que le planteaban. De ahí, salió este libro, esta ética de urgencia, que nos avisa de las inquietudes de los que gobernarán el mundo del mañana. Una obra que representa  el regreso de Fernando Savater al diálogo con los adolescentes sobre las cuestiones morales que más les preocupan; el territorio donde cosechó su mayor éxito editorial: Ética para Amador. Un libro que recupera la confianza en el poder del diálogo para convencer y avanzar. Una travesía que guarda un asombroso parecido con las preocupaciones del resto de ciudadanos, pero expresadas con el entusiasmo, el empuje, la indignación y la urgencia de quienes en breve heredarán las responsabilidades del mundo.","https://www.gandhi.com.mx/media/catalog/product/9/7/9786077474449_0ac2.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/etica-de-urgencia
9788411475143,El ABC de las Actividades vulnerables,Derecho,Perpetua Clamahuitzoli,Tirant lo Blanch,346,2023,"""La prevención de operaciones de recursos de procedencia ilícita y el financiamiento al terrorismo son puntos finos en el estudio de la estructura geopolítica del mundo contemporáneo. En la búsqueda de una sociedad más justa, el derecho se enfrenta en una cruzada fundamental de su historia, de mano de las propuestas novedosas de la ciencia y la tecnología, así como de una legislación que adopte estos avances, al viejo adagio: el crimen siempre va un paso adelante. Este libro es parte de ese esfuerzo, pero también posee un esmero genuino y propio, auxiliar a los ciudadanos en la comprensión de las leyes y reglamentos de la materia, dar cuenta de las obligaciones que implica la licitud y evitar que por descuido o ignorancia, caigan en tales supuestos""","https://www.gandhi.com.mx/media/catalog/product/t/m/tmp9788411475143_b3f9.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/el-abc-de-las-actividades-vulnerables
9788418725982,FENDER. TODA LA HISTORIA,Arte,Dave Hunter,Blume,224,09 de Diciembre 2022,"Rock'n'roll,
country, jazz, folk, soul, R&B… Siempre que se ha hecho música que ha
emocionado a los oyentes, Fender® ha estado allí.
Comenzando con los primeros diseños con los que Leo Fender marcaría la
pauta del posterior boom de la guitarra eléctrica, se analiza al completo la
marca, con todas las innovaciones, modelos y artistas que se convirtieron en
sinónimos de Fender y de la cultura musical.
Además de abordar las revolucionarias TelecasterTM y StratocasterTM, se
describe el desarrollo, el diseño y la implantación de guitarras tales como
la Jazzmaster, la Jaguar y la Mustang. Incluye información de los innovadores
bajos Jazz y Precision, así como de varios instrumentos acústicos, de los
teclados Rhodes y de innovadores amplificadores. Tienen cabida, asimismo, los
efectos de pedales y los avances digitales de Fender, una revisión exhaustiva
de la galardonada Fender Custom Shop e imágenes de decenas de célebres
usuarios de Fender.
La historia definitiva y un producto imprescindible para quienes amen la
guitarra y la música.","https://www.gandhi.com.mx/media/catalog/product/9788418725982?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/fender-toda-la-historia
9788436827736,Psicología del desarrollo y de la educación,Psicología Psicoanalisis Psiquiatra,María Victoria Trianes Torres,Pirámide,320,13 de Noviembre 2012,"Los autores han escrito esta obra para ayudar en la formación de los futuros profesores y educadores de niños y adolescentes; no incluye contenidos del ciclo vital completo, sino modelos teóricos y conocimiento estratégico para actuar de modo excelente en la educación escolar de niños, niñas y adolescentes de ambos géneros, tal como es el alumnado de la educación obligatoria de primaria y de secundaria. El libro ha tenido una versión anterior titulada Psicología de la educación y del desarrollo en contextos escolares. En esta obra se han renovado y actualizado tanto sus contenidos como su estructura, con la intención de ser una referencia para la formación de futuros maestros de Educación Primaria, profesores de Educación Secundaria, educadores sociales, pedagogos, orientadores y cualquier otro profesional que vaya a trabajar en contextos educativos escolares. Como tal, se ajusta a las necesidades de la asignatura Psicología del Desarrollo y de la Educación, que aparece en los currículos citados. Sus contenidos versan sobre ambas áreas de trabajo, Psicología del Desarrollo y de la Educación, y se ajustan a trece temas que abarcan materiales actualizados de áreas que clásicamente pertenecen a la Psicología Evolutiva y de la Educación. Los temas de desarrollo están planteados uno por cada tipo de desarrollo (cognitivo, social, moral, etc.), en lugar de hacer un desglose por edades, ya que los autores han entendido que es más útil para el profesor que enseña la materia. Las cuestiones educativas están actualizadas con planteamientos acordes con la recomendación de la APA, esto es, sobre los modelos y enfoques actuales, dejando los históricos para el estudio de Historia de la Psicología.","https://www.gandhi.com.mx/media/catalog/product/9/7/9788436827736_00c6.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/psicologia-del-desarrollo-y-de-la-educacion
